Post_Title,Post_ID,Post_Date,Post_Score,Comment_Text,Comment_ID,Comment_Author,Comment_Score,Comment_Date,Ticker,Ticker_Mentions_In_Comment,Ticker_Mentions_In_Post,Is_Hinglish,Hinglish_Score,VADER_Sentiment,TextBlob_Sentiment,Combined_Sentiment,VADER_Compound,TextBlob_Polarity
Ceasefire: India completely decimated Pakistan and achieved its goal of eliminating most of the terror bases on its border. Don't fall for the Islamist propaganda that India lost. You can read the facts by yourself.,1kjtgg5,2025-05-11,1492,"This is not at all funny, actually we think Trump is a clown but US is playing a very strategic game here. He is playing the same cards he played with Ukraine and Russia. My understanding is he is starting to take interest in Bhikaristan, I would not be surprised if he will start brokering some deals with Pakistan in next few months, Bhikaristan will openly accept it because they are dying with debt. He will use that as a negotiation chip with India and even China. He knows China is developing the CPEC corridor and India already has conflicts in with BHikaristan. That's what Basturd Shebaaz was talking about in the last nights address that they will be successful very soon. This is the whole game plan that US is playing. Adani, Reliance and other industrialist not to mention China should be worried right now, because if this happens then they will have money to fund terrorists without begging for money. US will directly fund them in the name of business and fund terrorist directly. Also no other country will be able to attack them because US assets will be involved. This is an alarming situation, if India don't act right now. Both India and China will loose Bhikaristan. Why does he want to mediate between India and Pakistan now? Has anyone asked him to do that? When he says he does not want to be involved in some other countries conflict then why is he doing it now. This above is the reason Also as a side effect this will require too much too and fro between Indian and Bhikaristan in the name of trade, people, good and money will be exchanged and which will create more loopholes for security in our country. Pakistan is not going to break the ceasefire now anymore, now that it knows that US is going to invest in them.",mrproho,PixelWandererrr,13,2025-05-11,RELIANCE.NS,2,0,True,5,Negative,Positive,neutral,-1,1
That's what tech can do .....Single day jump $110 Billion .....Mukesh Ambani spent his entire life to earn this much ....Larry did it in one day,1ndiqol,2025-09-10,1325,"And within a day half of all tech money can vanish too. Don't yap like Covid investors who compare start ups with legacy companies. When shit goes down and war comes, when servers crash and glitch happens, physical infrastructure is what survives.",ndhci26,SageSharma,17,2025-09-10,RELIANCE.NS,0,1,True,2,Negative,Negative,bearish,-1,-1
That's what tech can do .....Single day jump $110 Billion .....Mukesh Ambani spent his entire life to earn this much ....Larry did it in one day,1ndiqol,2025-09-10,1325,"Now ask them to utilise that money by selling stocks, it goes beyond their control",ndhh098,Avisiva12,2,2025-09-10,RELIANCE.NS,0,1,True,2,Neutral,Neutral,neutral,0,0
That's what tech can do .....Single day jump $110 Billion .....Mukesh Ambani spent his entire life to earn this much ....Larry did it in one day,1ndiqol,2025-09-10,1325,"You realise that this is not actual money which is lying in bank or cash but notional wealth. The stock markets fluctuate daily and many companies fluctuate wildly so are you going to do this calculation every day for every big shareholder against every other shareholder. Just to give another analogy. Mumbai is one of the most expensive real estate in the world and it keeps on going up and up every year. Just owning a 1-bhk will make you a crorepati. But do you actually see so many rich people around despite more than 70% families owning homes. So the point is there are differences between income, wealth, notional wealth, liquid wealth and such other concepts. Use them appropriately as per the context.",ndl2xxb,Spirited_Ad_1032,1,2025-09-11,RELIANCE.NS,0,1,True,4,Positive,Positive,bullish,1,1
That's what tech can do .....Single day jump $110 Billion .....Mukesh Ambani spent his entire life to earn this much ....Larry did it in one day,1ndiqol,2025-09-10,1325,"If Mukesh Ambani had done this people would have said ""Desh ka saara paisa hi ye kha gaya"" instead of saying that his years of hard work led to this single day.",ne4la7t,yashjain2390,1,2025-09-14,RELIANCE.NS,1,1,True,3,Negative,Negative,bearish,-1,-1
That's what tech can do .....Single day jump $110 Billion .....Mukesh Ambani spent his entire life to earn this much ....Larry did it in one day,1ndiqol,2025-09-10,1325,Koi hai jiske pass Oracle ho,ndi3bwu,Logical-Street1724,0,2025-09-11,RELIANCE.NS,0,1,True,2,Neutral,Neutral,neutral,0,0
That's what tech can do .....Single day jump $110 Billion .....Mukesh Ambani spent his entire life to earn this much ....Larry did it in one day,1ndiqol,2025-09-10,1325,Larry Ellison’s net worth hits $393 Billion.. almost a $100 billion gain in a DAY..surpasses Elon Musk as the richest person. This is the power of equity …in 1-2 days u can gain 2-3 years of return All u need is 10-15 good days in ur long investment journey. Think long term!,ndhqtj0,Piyush4758,-3,2025-09-10,RELIANCE.NS,0,1,True,4,Positive,Positive,bullish,1,1
Am I doing fine?,1ego9h4,2024-07-31,1047,"So to answer everyone: I don’t know anything about stocks or market, however my best friend does this professionally. He told me to get these stocks and only invest money if I’m willing to lose the same or forget about it. I did, took out my investment once the stocks hit 100% then rest is just profit. I’ve held Suzlon since June or July 23 and Reliance Power since 7/8 months. Honestly, I’ll sell if I require funds or if my friend tells me to sell otherwise I’ll keep them for long. Aur haan show off ka tareeka toh casual tha.",lfuijmq,Tandoorichicken023,2,2024-07-31,RELIANCE.NS,2,0,True,7,Positive,Positive,bullish,1,1
Ola...My first good profit on a stock,1etm6lo,2024-08-16,1048,"I have been seeing people shitting on Ola since a few weeks before the IPO opened. Almost every post asking about the IPO was battered down by hoards of people saying the company has shitty fundamentals, shitty track record, shitty CEO, etc. People just don't like Bhavish Aggarwal in general, it seems. The first couple of days after listing was eerily silent on these subs, after everyone who shat on Ola saw their ""technical analysis"" down the drain. If we count both days as listing gains because any sane investor who believes in the company didn't sell, the IPO had already returned 44% by Tuesday. Now a couple of days of profit booking made these people come back screaming, as if they were personally invested in shorting Ola shares. People are stupidly comparing an EV manufacturer and now a lithium cell manufacturer, with service based startups like Zomato and PayTm and cosmetic retailers like Nykaa. They are even comparing an EV startup with other established ICE 2-wheeler manufacturers like Hero and TVS, to justify ""loss making company"". I guess people are just jealous of Bhavish or don't like his face. I think Ola is trying to grab hold of a couple of pretty lucrative sectors, such as EV and lithium cell manufacturing. With the entire world moving away from Chinese products, it's the right time for India to take that place. Ola is at least trying where it matters. P.S. - I haven't invested in this company so far, but it's on my watchlist.",lifz3p5,fRilL3rSS,3,2024-08-16,RELIANCE.NS,1,0,True,6,Negative,Neutral,bearish,-1,0
ABSOLUTE CINEMA By HYUNDAI IPO 💀,1g9ad2s,2024-10-22,1042,reliance power buyers rn 👁️👄👁️,lt5eleo,ghoulSlayerNOT08,3,2024-10-22,RELIANCE.NS,2,0,True,2,Neutral,Neutral,neutral,0,0
Any impact on market?,1n4wcnx,2025-08-31,946,"It’s spread out over 10 years. Even without any specifics, let’s assume that’s approx $6.8 billion a year. Market cap of NIFTY is approx $5 trillion. So it’s just a drop in the ocean. And they’ve committed much more to US. Also execution is more important than promises. Let’s hope it’s fruitful 🤞🏻",nbocvir,VimalChhadva,138,2025-08-31,RELIANCE.NS,1,0,True,2,Positive,Positive,bullish,1,1
FII won’t decide the fate of Indian markets anymore,1g72apj,2024-10-19,944,"this is just BS! in October 2008, Indian Market Capitalisation was around $650-700 Billion and FIIs selling nearly 1% of the total market cap was something disastrous for the Indian Market! the Current Market Cap is $5.41 Trillion and FIIs are just selling less than 0.2% of the total market cap, which really doesn't create havoc! moreover there was a Housing Loan crisis in the US which impacted our market too in 2008! Feb - March 2020, outbreak of COVID in most of the world including India! So, please just get your facts straight before posting such BS!",lsrihqg,Naufil7,1,2024-10-20,RELIANCE.NS,1,0,True,2,Negative,Neutral,bearish,-1,0
"I have found these shares with my parents name on them, can someone tell me what their value is now?",1ldxz8m,2025-06-18,942,"Hey, calculated the bonuses, dont know about others, but your reliance shares are worth ₹2,314,396.",mybvuz4,Otherwise-Bill3217,158,2025-06-18,RELIANCE.NS,2,0,True,2,Positive,Positive,bullish,1,1
"I have found these shares with my parents name on them, can someone tell me what their value is now?",1ldxz8m,2025-06-18,942,"The Registrar and Transfer Agent (RTA) for Reliance Industries Limited is **KFin Technologies Limited**. They handle all share-related matters, including transfer, dematerialization, dividend payments and issuing duplicate share certificates. ### Contact Details for KFin Technologies Limited: - **Address**: Selenium Building, Tower B, Plot No. 31 & 32, Financial District, Nanakramguda, Serilingampally Mandal, Hyderabad, Telangana – 500 032, India. - **Telephone**: +91-40-67162222, +91-40-67161500 **Toll-Free No**: 1800-309-4001 - **Email**: rilinvestor @ kfintech.com einward.ris @ kfintech.com - **Website**: - The 3^rd share certificate of Reliance Communications Ventures Limited is no longer valid, since the company is delisted. - Go to > select ""Reliance Industries Ltd > enter folio number to search unclaimed dividends - Contact Kfintech and ask them for unclaimed/pending/missing dividends and procedure to dematerialize physical share certificates into demat format. They will most likely ask for KYC documents and signature verification. Keep photocopies of all documents. You'll need to send physical share certificates for surrender to their Hyderabad office by courier or speed post.",mybx6oc,Significant_Show57,29,2025-06-18,RELIANCE.NS,8,0,True,3,Neutral,Neutral,neutral,0,0
"I have found these shares with my parents name on them, can someone tell me what their value is now?",1ldxz8m,2025-06-18,942,"The value is approximately INR 2.5 lakhs. You hold 36 shares of RIL from 2017, including 18 shares from the 2009 certificate and 9 shares before that. Based on this, you are also entitled to 76 shares of Jio Finance and 76 bonus RIL shares issued in October 2024, totaling a value of INR 2.5 lakhs. Please complete your KYC and get the missing shares duplicated before sending these to your broker for demat.",myep7gv,Diligent_Speak,4,2025-06-18,RELIANCE.NS,2,0,True,3,Positive,Negative,neutral,1,-1
"I have found these shares with my parents name on them, can someone tell me what their value is now?",1ldxz8m,2025-06-18,942,"Your shares alongwith corporate action (bonus,split) post 2017+jio finance+unclaimed dividend might have been transferred to IEPF. First contact RTA and take details of unclaimed dividend and number of shares. Since the shares are in the name of your parents, make sure they have a demat account exactly in the same pattern as in shareholder, as the shares are returned by IEPF in demat account and submission of claim requires CML copy mandatorily. Then apply to IEPF, post that it generally takes 3-6 months for crediting back shares.",mye4drz,Sillyintrovert15,2,2025-06-18,RELIANCE.NS,1,0,True,2,Positive,Positive,bullish,1,1
"I have found these shares with my parents name on them, can someone tell me what their value is now?",1ldxz8m,2025-06-18,942,Just drop a letter to Reliance Industries with folio details and ask them to share the procedure to convert they will themselves share the number of shares in total under that portfolio along with dividends if unclaimed.,myggd6y,Infamous-Donut-9769,2,2025-06-18,RELIANCE.NS,2,0,True,2,Positive,Neutral,bullish,1,0
"I have found these shares with my parents name on them, can someone tell me what their value is now?",1ldxz8m,2025-06-18,942,Reliance petroleum merged with ril in 2008-09. Nobody buys 36 shares...those 2017 numbers of ril are the reliance petroleum shares that got converted into RIL shares as of 2017...so in total he has 36 shares of ril as on 2017..The calculation should be made from there accounting for all the splits nd bonus post 2017.,myeoixh,ObjectiveIncident662,1,2025-06-18,RELIANCE.NS,8,0,True,3,Positive,Neutral,bullish,1,0
"I have found these shares with my parents name on them, can someone tell me what their value is now?",1ldxz8m,2025-06-18,942,"💷 Current GBP Value by Certificate Certificate Type GBP Value ✅ Reliance Petroleum Shares (1995) £1,064 ✅ Reliance Communication Ventures Shares (2006) £0.27 ✅ Reliance Industries Shares (2017) £974 ✅ Reliance Petroleum Debentures (1993, unconverted) £69 --- 🧮 Total Current Value: £1,064 + £0.27 + £974 + £69 = £2,107.27 --- So the total current market value of your Reliance holdings today is approximately: 👉 £2,107 (GBP)",myi03v7,FeeEnvironmental7965,1,2025-06-19,RELIANCE.NS,10,0,True,2,Positive,Neutral,bullish,1,0
SIP is the Real Sorcery of Wealth Creation!,1llkwhn,2025-06-27,927,Monetary wealth is the representation of valuation of our efforts. In real world wealth grows from increase in productivity . Salute to the Scientists patenting brilliant ideas and managers who maintain organizations with highest efficiency . Salute to the customers who pay for the products . so that I can sit here lazily and get dividends for not contributing anything .,n06p0sl,RoofDry789,2,2025-06-28,RELIANCE.NS,1,0,True,2,Positive,Positive,bullish,1,1
Can someone tell me the current value of this Just found it in old files (how to demat it),1h0cupb,2024-11-26,851,"I did a bunch of old reliance paper shares to demate account. The shares belonged to my late father and found the easiest way to get them online with splits and all is open a demate account in Stock holding corp of india, fill out their papers for getting the share into demate account, they will take care of all the rest to get them into your account. They are government entity not affiliated with them.",lzerwek,After_Bison2381,1,2024-11-28,RELIANCE.NS,2,0,True,3,Positive,Neutral,bullish,1,0
FIIs are not coming back anytime soon. Accept it.,1irc2to,2025-02-17,834,In reality they should remove their meddling in the market. RBI has spent billions to strengthen the rupee. China spent 1 trillion to do exactly this before to no avail. Keep this up and we go bankrupt. Let the market decide. Rupee is overvalued atm,mddi3i6,Late_Sugar_6510,1,2025-02-18,RELIANCE.NS,1,0,True,2,Negative,Neutral,bearish,-1,0
"If we continue to grow like this, then India will soon reach the top 3 in this.",1kyyjrt,2025-05-30,830,Plus trillion me figures mat do jab Rs. me baat ho rahi ho. Crores me do,mv21gag,primusautobot,32,2025-05-30,RELIANCE.NS,1,0,True,2,Neutral,Neutral,neutral,0,0
Big win for India?,1ls8c5k,2025-07-05,773,It's exploratory & prospective drilling not the same as production. Stop spreading fake news or half truth for God's sake. Classic case of Karma Farming. Too much talk & claims without any actual results are making us a laughing stock.,n1hern4,siranirudh,3,2025-07-05,RELIANCE.NS,1,0,True,2,Positive,Neutral,bullish,1,0
Exited with 4L profit in 15 days by investing 50L from loan,1k6oz1z,2025-04-24,774,Were all of these investments made on 7thApril'25?,mos8djs,Remarkable-Bid-2131,3,2025-04-24,RELIANCE.NS,1,0,True,2,Neutral,Neutral,neutral,0,0
Yeh takle ki baat kahi sach naa ho jaye,1iaav73,2025-01-26,714,Bhai downtrend inevitable tha corona ke baad to rate pe grow kiya tha wo sustainable nahi tha log andha paisa bas fuke jaa rehe they aur due to ytbers mf bhi usko support kar tha ab 1 karan mila hai trump kehlo kuch aur kehlo ab yeh get quick rich wale jo naye bache join hue hai itne zyada jab girne laga inki gaand toh fategi hi hold ghanta koi nahi karta jab bhagte hai best option is to buy the dip abhi mein bolu april tak aur girega,m9bfnfk,Yashvardhan_22,1,2025-01-27,RELIANCE.NS,1,0,True,14,Positive,Positive,bullish,1,1
"Only 1.4 crore, for the top 1%?",1kdnhru,2025-05-03,685,"India’s total net worth : 15.6 trillion dollars United Kingdom for reference : 13 trillion and USA : 140 trillion Now The average net worth per citizen in India is 11,000 USD Gini coefficient of India : 0.41 Top 1% own roughly 40% of the total wealth Top 1% =14.7 million people 40% =6 trillion dollars roughly Top 1% average net worth per= $410000 = 3.45 crore",mqdkd3r,99varun99,6,2025-05-03,RELIANCE.NS,4,0,True,2,Positive,Positive,bullish,1,1
This is what my sister found in name of her father in law.,1jc1ca2,2025-03-15,660,"Your sister's FIL would have received shares of RIL post amalgamation, and he might have sold them already in late 90s or early 2000s. I have many such papers of delisted and amalgamated entities, worth nothing...",mi4n63a,temred22,1,2025-03-16,RELIANCE.NS,1,0,True,2,Positive,Positive,bullish,1,1
This is what my sister found in name of her father in law.,1jc1ca2,2025-03-15,660,"This is what ChatGPT answered: Based on the information provided, the share certificate from Reliance Enterprises Limited dated 6th January 1995 represents ownership of five equity shares with a nominal value of ₹1 each. Assuming that Reliance Enterprises Limited is the same entity as Reliance Industries Limited, these shares have undergone multiple stock splits over the years: 1. October 27, 1997: A 2-for-1 stock split. 2. November 26, 2009: Another 2-for-1 stock split. 3. September 7, 2017: A third 2-for-1 stock split. Each original share has thus been split into 8 shares (2 × 2 × 2). Therefore, the initial five shares have become 40 shares. As of March 18, 2025, the closing price of Reliance Industries Limited (RIL) shares was ₹1,238.80 per share. Calculating the current value: Number of shares: 40 Current share price: ₹1,238.80 Total value: 40 shares × ₹1,238.80 = ₹49,552 Therefore, the current value of the original five shares, now equivalent to 40 shares, is ₹49,552.",miktyb2,ashi_sshhhhh,1,2025-03-19,RELIANCE.NS,9,0,True,3,Positive,Neutral,bullish,1,0
This is what my sister found in name of her father in law.,1jc1ca2,2025-03-15,660,"As of March 19, 2025, the closing price of Reliance Industries Limited (RIL) shares was ₹1,247.15 per share. ￼ Since 1995, RIL has issued bonus shares on several occasions: ￼ • 1997: 1:1 bonus issue ￼ • 2009: 1:1 bonus issue • 2017: 1:1 bonus issue ￼ • 2024: 1:1 bonus issue Each 1:1 bonus issue effectively doubles the number of shares held. Starting with 5 shares in 1995, the progression would be: 1. 1997: 5 shares → 10 shares 2. 2009: 10 shares → 20 shares ￼ 3. 2017: 20 shares → 40 shares 4. 2024: 40 shares → 80 shares Therefore, your current holding is 80 shares. Calculating the total value: • Number of shares: 80 ￼ • Current share price: ₹1,247.15 ￼ • Total value: 80 × ₹1,247.15 = ₹99,772 Thus, the current market value of your holdings is approximately ₹99,772.",miqy2hw,Complex_Property5980,1,2025-03-20,RELIANCE.NS,4,0,True,2,Positive,Neutral,bullish,1,0
This is what my sister found in name of her father in law.,1jc1ca2,2025-03-15,660,"Five shares of Reliance Industries Limited (formerly Reliance Enterprise Limited) purchased in January 1995 are worth ₹459,728 today, including all dividends and stock splits. This value breaks down as follows: 1. Total shares: The original 5 shares have grown to 320 shares due to stock splits and bonus issues. 2. Current share value: 320 shares at the current price of ₹1268.3 per share equals ₹405,856. 3. Total dividends: Accumulated dividends amount to ₹53,872. The significant increase in value is due to: • Three 2:1 stock splits (1997, 2009, 2017) • Three 1:1 bonus issues (1997, 2009, 2017) • Consistent dividend payments over the years • Overall growth in the company’s market value This represents a substantial return on investment, with the initial purchase in January 1995 at ₹3.0582 per share growing to the current value of ₹459,728 for the original five shares.",mirjwv2,Personal_Intern9934,1,2025-03-20,RELIANCE.NS,4,0,True,6,Positive,Neutral,bullish,1,0
This is what my sister found in name of her father in law.,1jc1ca2,2025-03-15,660,"As of March 20, 2025, Reliance Industries Ltd. (RIL) shares are trading at ₹1,268.55 per share. Understanding Your Shareholding Growth: Since your acquisition of 5 shares in 1995, RIL has announced several bonus issues: October 27, 1997: 1:1 bonus issue (1 additional share for each share held). November 26, 2009: 1:1 bonus issue. September 7, 2017: 1:1 bonus issue. October 28, 2024: 1:1 bonus issue. Calculating Your Current Holdings: Starting with 5 shares in 1995: 1997 Bonus: 5 shares × 2 = 10 shares. 2009 Bonus: 10 shares × 2 = 20 shares. 2017 Bonus: 20 shares × 2 = 40 shares. 2024 Bonus: 40 shares × 2 = 80 shares. Therefore, you currently hold 80 shares. Valuing Your Holdings Today: With 80 shares at ₹1,268.55 each, the total value is: 80 shares × ₹1,268.55 = ₹101,484.00.",mis8e0m,Historical-Act-8452,1,2025-03-20,RELIANCE.NS,4,0,True,2,Positive,Neutral,bullish,1,0
"The UK extracted $64.82 trillion from India over a century of colonialism between 1765 and 1900, according to Oxfam's global inequality report",1i5n7se,2025-01-20,631,"Yet, we fought among ourselves. We knew what was happening. We let the British use us against our neighbors. Now every tom dick and harry working for the government is looting the civilians. Look at that constable, made illegal wealth in hundreds of crores. He should get life imprisonment with no parole. But no, our laws are weak.",m8bakl9,EvilPoppa,7,2025-01-21,RELIANCE.NS,0,1,True,2,Negative,Negative,bearish,-1,-1
"The UK extracted $64.82 trillion from India over a century of colonialism between 1765 and 1900, according to Oxfam's global inequality report",1i5n7se,2025-01-20,631,How is this related to stock market?,m87kxmf,s4i74ma,19,2025-01-21,RELIANCE.NS,0,1,True,2,Neutral,Neutral,neutral,0,0
"The UK extracted $64.82 trillion from India over a century of colonialism between 1765 and 1900, according to Oxfam's global inequality report",1i5n7se,2025-01-20,631,Bhai bass karo...,m8gpjxy,kingslayer990,1,2025-01-22,RELIANCE.NS,0,1,True,3,Neutral,Negative,bearish,0,-1
Wtf happened to Zomato just minutes before closing?,1i5mxnc,2025-01-20,617,"The tech is being built. When the tech is completely built they can run lean on tech and make money food delivery while tech focusing will move to insider. And then move to next thing. Reliance also survived like this, moving from textiles to petroleum to telecommunications. 20years later it’s not impossible to see one of the tech companies having a major share in nifty50.",m86ixhn,hotcoolhot,2,2025-01-20,RELIANCE.NS,2,0,True,3,Positive,Neutral,bullish,1,0
adani or any other?,1eoj2j6,2024-08-10,606,Reliance x shein. They’re investing child labourers😈 /s,lheg2wy,Sweet_Difficulty_566,1,2024-08-10,RELIANCE.NS,2,0,True,2,Neutral,Neutral,neutral,0,0
adani or any other?,1eoj2j6,2024-08-10,606,Adani ka kya ukhad liya? His stocks are back to high again anyways. What if its Reliance group this time 😝😝,lhfogyh,Affectionate-Pea1326,1,2024-08-10,RELIANCE.NS,2,0,True,2,Neutral,Neutral,neutral,0,0
